,hotel_id,hotel_name,hotel_description,address,point_of_interest,city,state,country,latitude,longitude,property_type,hotel_star_rating,site_review_rating,hotel_facilities,room_facilities
310,H000311,Best Western Hospitality Hotel and Suites,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Pets are not allowed. Check in and checkout time is 12noon,5500 28th St Se,"['Lok Nayak Jayaprakash Airport', 'Phulwari Sharif', 'Boring Road', 'Mahavir Mandir', 'Patna Museum', 'Patna Railway Station', 'Patna Golf Club']",Grand Rapids,MI,US,42.9,-85.5,Guest House,0,2.5,"('Board Room', 'Conference Facility', 'Front Desk', 'Laundry Service Available', 'Lift / Elevator', 'Power Backup')","('Attached Bathroom', 'Ceiling Fan', 'Desk', 'Hot / Cold Running Water', 'Housekeeping', 'Mirror', 'Newspapers', 'Television', 'Toiletries', 'Airport Transfer')"
311,H000312,Song of the Sea,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel carries the charge to unaccepted the booking against hotel policies. Please carry ID proof on Individual basis at the time of check inn. Delhi based id proof and PAN card are not considered as a valid id proofs.,863 E Gulf Dr,"['South Delhi', 'Delhi Airport', 'Delhi Airport, Mahipalpur, Aerocity', 'Delhi Aero City']",Sanibel,FL,US,26.4,-82.0,Hotel,2,5.0,"('Doctor on Call', 'Front Desk', 'Laundry Service Available', 'Lift / Elevator', 'Locker Facility', 'Power Backup', 'Public Restrooms')","('Air Conditioning', 'Bathroom Amenities', 'Bedside Table', 'Ceiling Fan', 'Daily Room Cleaning', 'Desk', 'Dustbins', 'Extra Bed, Towels, Linens, Bedding (on request)', 'Extra Toilteries on Demand', 'HD / LCD Satellite TV', 'Hot / Cold Running Water', 'Housekeeping', 'In-room Storage Space', 'Mirror', 'Modern Toilet Facilities', 'Telephone', 'Television', 'Toiletries', 'Wardrobe')"
312,H000313,Spartan Inn,The standard check-in time is 11:00 AM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Pets are not allowed,8614 Surf Dr,['Others'],Panama City,FL,US,30.2,-85.8,Hotel,3,1.0,"(' Drivers Rest Room', 'Baggage Room', 'Business Center', 'Doctor on Call', 'Dry Cleaning', 'Front Desk', 'Gardens', 'Laundry Service Available', 'Locker Facility', 'Major Credit Cards Accepted', 'Medical Assistance Available', 'Multi Cuisine Restaurant', 'Parking Facility', 'Power Backup')","('Bathrobe', 'Bathroom Amenities', 'Breakfast Available', 'Desk', 'Ensuite / Private Bathroom', 'Extra Bed, Towels, Linens, Bedding (on request)', 'HD / LCD Satellite TV', 'Hot / Cold Running Water', 'Housekeeping', 'Mineral Water', 'Newspapers', 'Premium Amenities / Toiletries', 'Premium Beddings / Hypo-Allergenic ', 'Primium Bathrooms', 'Reading Lamps', 'Shower', 'Television', 'Toiletries')"
313,H000314,Hampton Inn & Suites New Orleans Downtown (French Quarter Area),"The standard check-in time is 06:00 AM and the standard check-out time is 06:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas  New year dates, High season  long weekend dates  extra supplement will be charged over  above the paid rates as per actual  hotel discretion.",226 Carondelet Street,"['Main Road,Opposite To Uphill Ghat Rooad']",New Orleans,LA,US,30.0,-90.1,Hotel,0,4.2,"('Doctor on Call', 'First-Aid Kit at Front Desk', 'Front Desk', 'Restaurant')","('Ceiling Fan', 'Television')"
314,H000315,Holiday Inn Express & Suites Des Moines Downtown,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 1.	Any supplements need to be paid directly at the hotel. 2.	All guests requested to carry Valid ID proof for Check Inn. 3.	Couple Guests with Local ID's are not allowed to check inn.,333 SW 11th St,"['Leisure Valley Park', 'Kingdom of Dreams', 'Guru Dronacharya Metro Station', 'DLF Star Mall', 'Iffco Chowk', 'Sushant Lok', 'Sahara Mall', 'Gallaria Market', 'Max Hospital', 'Fortis Memorial Research Institute', 'Paras Hospitals', 'Fluid Gym', 'HSBC Bank', 'MG Road metro Station', 'Cyber Park', 'Huda City Center Metro Station', 'Vipul Agora Mall', 'Signature Tower', 'Sikandarpur Metro Station', 'Oysters Beach Water Park', 'Star Mall', 'Amity International School']",Des Moines,IA,US,41.6,-93.6,BnB,0,4.2,"('Baggage Room', 'Business Center', 'Courier Service', 'Doctor on Call', 'Dry Cleaning', 'Express Check-In / Check-Out', 'Family Room', 'Free Local Calls', 'Front Desk', 'Laundry Service Available', 'Lobby', 'Locker Facility', 'Medical Assistance Available', 'Multi Lingual Staff', 'Parking Facility', 'Power Backup', 'Taxi Services', 'Wake-up Call / Service', 'Welcome Drinks')","('Air Conditioning', 'Attached Bathroom', 'Bathroom Amenities', 'Breakfast Available', 'Ceiling Fan', 'Desk', 'Ensuite / Private Bathroom', 'Hairdryer', 'Hot / Cold Running Water', 'Housekeeping', 'Luggage Rack', 'Newspapers', 'No Smoking Room', ""Split A.C's"", 'Telephone', 'Television', 'Work Station', 'Airport Transfer')"
315,H000316,America's Best Inn Annandale,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,620 Elm St E,"['Belgaum Airport', 'Nehru Nagar']",Annandale,MN,US,45.3,-94.1,Hotel,0,1.0,"('Baggage Room', 'Doctor on Call', 'Doorman', 'First-Aid Kit at Front Desk', 'Front Desk', 'Lobby', 'Local Tour / Travel Desk', 'Parking Facility')","('Air Conditioning', 'Alarm Clock', 'Attached Bathroom', 'Bathtub', 'Bathtub Only', 'Ceiling Fan', 'Dustbins', 'Extra Bed, Towels, Linens, Bedding (on request)', 'Housekeeping', 'Luggage Rack', 'Mineral Water', 'Mirror', 'Telephone', 'Television', 'Outdoor Parking')"
316,H000317,Riverside Tower Hotel,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,80 Riverside Dr,"['Ganthipuram ', 'Sitra peelamedu', 'Coimbatore Railways station ', 'Nehru Stadium', 'Gandhipuram Central Bus Stand', 'Coimbatore International Airport', 'Coimbatore Junction Station', 'Central Cinema', 'Avinashi Road', 'Town Bus Stand']",New York,NY,US,40.8,-74.0,Service Apartment,0,4.5,"('Car Rental', 'Disabled Friendly Facilities ', 'Family Room', 'Front Desk', 'Lift / Elevator', 'Locker Facility', 'Parking Facility', 'Welcome Drinks')","('Air Conditioning', 'Alarm Clock', 'Attached Bathroom', 'Bathroom Amenities', 'Desk', 'HD / LCD Satellite TV', 'Hot / Cold Running Water', 'Housekeeping', 'Mini Refrigerator', 'Mirror', 'Newspapers', 'Tea Coffee Kettle / Maker', 'Television')"
317,H000318,Red Roof Inn Columbus-ohio State Fairgrounds,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,1221 E Dublin Granville Rd,"['Kingdom of Dreams', 'Huda City Centre', 'Emaar MGF Palm Square', 'DLF Star Mall', 'Gurgaon Bus Terminus', 'Sector 38', 'Fortis Memorial Research Institute', 'Tau Devi Lal Stadium', 'Artemis Hospital', 'HSBC Bank', 'City Centre Mall', 'Aarvy Hospital', 'Cyber Park', 'Huda City Center Metro Station', 'Good Earth City Centre', 'Signature Tower', 'Huda Gymkhana Club', 'Sheetla Hospital', 'SPADE INFOTECH PVT LTS', 'Oysters Beach Water Park', 'Medanta Hospital', 'Star Mall', 'Celebration Mall', 'Dlf Golf and Country Club', 'Amity International School', 'Sadar Bazar', 'Infospace', 'Omaxe Celebration Mall']",Columbus,OH,US,40.1,-83.0,Hotel,3,1.5,"(' Bike on Rent', 'Air-Conditioning - Central', 'Bar / Lounge ', 'Board Room', 'Business Center', 'Coffee Shop / Cafe', 'Conference Facility', 'Discotheque ', 'Doctor on Call', 'Fax Machine', 'Front Desk', 'Gardens', 'Health Club / Gym Facility Available', 'Hookah Lounge', 'Internet Access - Surcharge', 'Laundry Service Available', 'Lift / Elevator', 'Lobby', 'Locker Facility', 'Mini Theatre', 'Multi Cuisine Restaurant', 'Night Club', 'Open Air Restaurant / Dining', 'Parking Facility', 'Power Backup', 'Secretarial Services', 'Solarium', 'Valet service', 'Vegetarian Food / Jain Food Available', 'Veranda', 'Welcome Drinks', 'Whirlpool Bath / Shower Cubicle')","('Air Conditioning', 'Attached Bathroom', 'Bathroom Amenities', 'Bedside Table', 'Breakfast Available', 'Ceiling Fan', 'Clothes Dryer', 'Crockery / Cutlery', 'Daily Room Cleaning', 'Do-Not-Disturb Notice', 'Dressing Area', 'Dustbins', 'Extra Toilteries on Demand', 'HD / LCD Satellite TV', 'Hot / Cold Running Water', 'Housekeeping', 'Luggage Rack', 'Mini Bar', 'Mini Refrigerator', 'Mirror', 'Newspapers', 'Phone Messaging Services', 'Room Door Fitted with Lock and Key', 'Safe (on request)', 'Sanitary Bin', 'Shower', 'Shower Cap', 'Slippers', 'Soundproof Windows', ""Split A.C's"", 'Tea Coffee Kettle / Maker', 'Telephone', 'Television', 'Toiletries', 'Utensils (on request)', 'Wardrobe', 'Western Toilet Seat', 'Work Station', 'Safe', 'Window Open / Ventilation', 'Outdoor Parking', 'Poolside Cafe', 'Airport Transfer')"
318,H000319,Scottish Inns,The standard check-in time is 02:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,1034 Yadkinville Rd,"['Hadimba Temple', 'Chandrakhani Pass', 'Vashist Hot Water Springs and Temples', 'Tibetan Monasteries', 'Van Vihar', 'Manali 1st Super Market', 'Manu Temple', 'Lady Willingdon Hospital', 'Manali Bus Stand', 'Civil Hospital', 'Old Manali', 'Nehru Kund', 'Beas Kund', 'Club House']",Mocksville,NC,US,35.9,-80.6,Cottage,1,5.0,"('Baggage Room', 'Doctor on Call', 'Front Desk', 'Laundry Service Available', 'Lobby', 'Local Tour / Travel Desk', 'Major Credit Cards Accepted', 'Medical Assistance Available', 'Parking Facility', 'Power Backup', 'Public Restrooms')","('Attached Bathroom', 'Bathroom Amenities', 'Breakfast Available', 'Ceiling Fan', 'Closet', 'Daily Room Cleaning', 'Desk', 'Dressing Area', 'Dustbins', 'Hot / Cold Running Water', 'Housekeeping', 'Luggage Rack', 'Mineral Water', 'Mirror', 'Newspapers', 'Telephone', 'Television', 'Video/ DVD/ CD Player Available')"
319,H000320,Hyatt Place AtlantaDowntown,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,330 Peachtree St Ne,"['Leisure Valley Park', 'Kingdom of Dreams', 'Guru Dronacharya Metro Station', 'DLF Star Mall', 'Iffco Chowk', 'Centrum Plaza', 'Sushant Lok', 'Sahara Mall', 'Gallaria Market', 'Paras Hospitals', 'Fortis Memorial Research Institute', 'Max Hospital', 'Fluid Gym', 'HSBC Bank', 'MG Road metro Station', 'Cyber Park', 'Huda City Center Metro Station', 'Vipul Agora Mall', 'Signature Tower', 'Huda Gymkhana Club', 'Sikandarpur Metro Station', 'Alchemist Hospital', 'Oysters Beach Water Park', 'Star Mall', 'Amity International School', 'Artemis Hospital']",Atlanta,GA,US,33.8,-84.4,Hotel,3,5.0,"('Car Rental', 'Doctor on Call', 'Fax Machine', 'Front Desk', 'Laundry Service Available', 'Lift / Elevator', 'Parking Facility', 'Power Backup')","('Air Conditioning', 'Attached Bathroom', 'HD / LCD Satellite TV', 'Hot / Cold Running Water', 'Sofa Table / Extra Seats', 'Telephone')"
320,H000321,Sportsman Lodge,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,768 Antelope Blvd,"['Satna Airport', 'Rewa Road']",Red Bluff,CA,US,40.2,-122.2,Hotel,4,5.0,"('Air / Rail Booking', 'Business Center', 'Car Rental', 'Courier Service', 'Doctor on Call', 'Floor Butler', 'Front Desk', 'Gardens', 'Laundry Service Available', 'Lift / Elevator', 'Locker Facility', 'Medical Assistance Available', 'Multi Cuisine Restaurant', 'Open Air Restaurant / Dining', 'Parking Facility', 'Power Backup', 'Public Restrooms', 'Restaurant', 'Security at All Hotel Entrances', 'Speciality Restaurant', 'Suites', 'Vegetarian Food / Jain Food Available')","('Attached Bathroom', 'Bathroom Amenities', 'Clothes Hook in Bathroom', 'Hot / Cold Running Water', 'Luggage Rack', 'Mirror', 'Modern Toilet Facilities', 'Newspapers', 'Room Door Fitted with Lock and Key', 'Soundproof Windows', 'Window Open / Ventilation', 'Outdoor Parking')"
321,H000322,Best Western Gardens Hotel at Joshua Tree National Park,The standard check-in time is 08:00 AM and the standard check-out time is 08:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Pets Not Allowed. Taxes and service charges applicable extra. Rates are subject to change without notice. Above rates are valid until further advice. All rates in INR.,71487 Twentynine Palms Hwy,"['Hunuman Mandir Area', 'Birsa Munda Airport']",Twentynine Palms,CA,US,34.1,-116.1,BnB,1,2.5,"('Doctor on Call', 'Dry Cleaning', 'Laundry Service Available', 'Lobby', 'Parking Facility')","('Bathroom Amenities', 'Hot / Cold Running Water', 'Shower', 'Telephone')"
322,H000323,The Sheeley House Bed Breakfast,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Under 5 year two child will be complementary and more then criteria  will be charged. Kindly deposit the key on reception before going to somewhere out.,6 Fairview Ave,"['Sahnewal Airport', 'Guru Nanak Stadium', 'Railway Station Area', 'Punjab Agricultural University Museum']",High Falls,NY,US,41.8,-74.1,Hotel,2,4.5,"('Business Center', 'Front Desk', 'Laundry Service Available', 'Lift / Elevator', 'Locker Facility', 'Multi Cuisine Restaurant', 'Parking Facility', 'Power Backup')","('Air Conditioning', 'Attached Bathroom', 'Bathroom Amenities', 'Bedside Table', 'Breakfast Available', 'Ceiling Fan', 'Channel Music', 'Coffee Table', 'Daily Room Cleaning', 'Desk', 'Do-Not-Disturb Notice', 'Extra Bed, Towels, Linens, Bedding (on request)', 'HD / LCD Satellite TV', 'Hot / Cold Running Water', 'Housekeeping', 'Ice Bucket on Demand', 'In-room Storage Space', 'International Switch Plugs (on request)', 'Luggage Rack', 'Mineral Water', 'Mini Bar', 'Mini Refrigerator', 'Mirror', 'Modern Toilet Facilities', 'Premium Amenities / Toiletries', 'Reading Lamps', 'Snacks / Beverage', ""Split A.C's"", 'Telephone', 'Television', 'Utensils (on request)', 'Western Toilet Seat', 'Safe', 'Outdoor Parking')"
